"Field","Subfield","Label","EditTypes","InputAid","Occurs","DBs"
"942","U","U: Номер РСУ","2=dict(,pref=)","CMPL,RSU=,""^U""v881^A,,,,,,,""^3""v882^E,,,,""^C""v882^F","1","1"
"942","V","V: Библиотека фондодержатель","1=menu(.mnu)","sigl.mnu","1","1"
"942","W","W: Причина отказа","1=menu(.mnu)","Otkaz.mnu","1","1"
"943","5","Рабочая программа?","17","if val(&uf('IMAIN,IdentWPD,0'))=1 then '2,,WP=' else '1,noyes.mnu' fi","1","1"
"943","A","Факультет","1=menu(.mnu)","fak.mnu\\2","1","1"
"943","B","Кафедра читающая","1=menu(.mnu)","kafch.mnu\\2","1","1"
"943","C","Специальность/Профиль","2=dict(,pref=)",",SPEC=","1","1"
"943","D","Дисциплина","2=dict(,pref=)","VUZ,VUZU=,if v920:'VUZ' then (if p(v69) then '^D'&uf('D,!IDD='v69^d'!,v3^a,if p(v3^a) then ""=""v3^b else v3^b fi,""^S""v4,""^K""v6'),'^B'v69^b,'^I'v69^d,'^A'&uf('Av68^a#1'),'^L'&uf('Av68^L#1')'^N'&uf('Av68^n#1'),'^C'&uf('Av68^c#1'),'^O'&uf('Av68^o#1'),'^F'&uf('Av68^f#1'),'^V'&uf('Av68^v#1'),'^H'&uf('Av68^h#1'),'^E'&uf('Av68^E#1'), fi/) else if v920:'UPL' then (if p(v99) then '^B'v99^b,'^A'&unifor('Av93#1'),'^D'ref(l(|IDD=|v99^d),v3^a,if p(v3^a) then""=""v3^b else v3^b fi),'^I'v99^d,'^N'&unifor('Av92^n#1'),'^C'&unifor('Av92^c#1'),'^O'&unifor('Av98#1'),'^F'&unifor('Av95#1'),'^V'&unifor('Av96#1'),'^H'&unifor('Av94#1'),'^S'v99^s,'^k'v99^k,'^U'&unifor('Av91#1') fi/) fi fi","1","1"
"943","E","Номер группы","2=dict(,pref=)","RDR,GR=","1","1"
"943","F","Семестр","0=text",,"1","1"
"943","G","Основная/Дополнительная","7=yes/no","691g.mnu","1","1"
"943","H","Кафедра выпускающая","1=menu(.mnu)","kafv.mnu\\2","1","1"
"943","I","Идентификатор дисциплины","2=dict(,pref=)","VUZ,DISCN=,v3^0,'^D'v3^a,if p(v3^a) then""=""v3^b else v3^b fi","1","1"
"943","K","Уровень компонента","1=menu(.mnu)","komp.mnu","1","1"
"943","L","Филиал","1=menu(.mnu)","fili.mnu","1","1"
"943","N","Направление","2=dict(,pref=)",",NAPR=","1","1"
"943","O","Форма обучения","1=menu(.mnu)","fo.mnu","1","1"
"943","S","Цикл дисциплин","1=menu(.mnu)","cikld.mnu","1","1"
"943","V","Вид обучения","1=menu(.mnu)","vo.mnu","1","1"
"944","5","Рабочая программа?","0=text",,"1","1"
"944","A","Факультет","0=text",,"1","1"
"944","B","Кафедра читающая","0=text",,"1","1"
"944","C","Специальность/Профиль","0=text",,"1","1"
"944","D","Дисциплина","0=text",,"1","1"
"944","F","Семестр","0=text",,"1","1"
"944","G","Основная/Дополнительная","0=text",,"1","1"
"944","I","Идентификатор дисциплины","0=text",,"1","1"
"944","K","Уровень компонента","0=text",,"1","1"
"944","N","Направление","0=text",,"1","1"
"944","O","Форма обучения","0=text",,"1","1"
"944","S","Цикл дисциплин","0=text",,"1","1"
"944","V","Вид обучения","0=text",,"1","1"
"951","3","3: Дата обращения к ресурсу (в виде ГГГГММДД)","2=dict(,pref=)","cmpl,RSU=,v882^E","1","1"
"951","4","4: Режим доступа","1=menu(.mnu)","RD4.mnu","1","1"
"951","5","5: Сведения об обновлении ресурса","1=menu(.mnu)","ob5.mnu","1","1"
"951","9","9: Правила доступа(J-ИРБИС2)","1=menu(.mnu)","9519.mnu","1","1"
"951","A","Имя файла","0=text; 1=menu(.mnu); 12; 16=file","0","14","9"
"951","B","Форма представления","1=menu(.mnu)","FP.mnu\\0","2","2"
"951","C","C: Дата окончания срока доступа (в виде ГГГГММДД)","2=dict(,pref=)","cmpl,RSU=,v882^F","1","1"
"951","D","Дата начала представления информации","0=text; 1=menu(.mnu)","50.mnu","3","2"
"951","E","Цена","0=text",,"2","2"
"951","F","Код поставщика информации ON-LINE","1=menu(.mnu)","452.mnu","2","2"
"951","H","H: Тип внешнего объекта","1=menu(.mnu)","951h.mnu","1","1"
"951","I","URL (Адрес в Internet)","0=text; 1=menu(.mnu); 12","951.mnu","13","9"
"951","K","K: Признак электронного учебника для задачи КО","7=yes/no","danet.mnu","1","1"
"951","L","L: Доступен только в ЛВС","7=yes/no","danet.mnu","1","1"
"951","M","Имя-шаблон первого файла (при групповой ссылке)","0=text",,"4","4"
"951","N","Кол-во файлов (при групповой ссылке)","0=text",,"4","4"
"951","P","Примечание (свободный текст)","0=text",,"2","2"
"951","S","Сигла организации - держателя","0=text",,"1","1"
"951","T","Текст для ссылки","0=text",,"13","9"
"951","U","U: Номер РСУ","2=dict(,pref=)","CMPL,RSU=,""^U""v881^A,,,,,,,""^3""v882^E,,,,""^C""v882^F","1","1"
"951","W","Шифр в БД","0=text",,"2","2"
"951","X","ISSN","0=text",,"2","2"
"952","B","Ссылка на образ КК (при заказе по Имидж-каталогу)","0=text",,"1","1"
"953","A","Тип двоичного ресурса","1=menu(.mnu)","953.mnu","6","6"
"953","B","Двоичный ресурс (закодированный)","!12","3","6","6"
"953","N",,"0=text",,"1","1"
"953","P","Характер просмотра","7=yes/no","xp.mnu","4","4"
"953","T","Название двоичного ресурса","0=text",,"6","6"
"955","A","Имя файла (PDF)","16=file","0,11,,*.PDF","2","2"
"955","B","Идентификатор записи права доступа","2=dict(,pref=)","RIGHT,I=,*","2","2"
"955","N","Кол-во страниц","!0; 0=text",,"2","2"
"955","T","Текст для ссылки","0=text",,"2","2"
"961","!","Словарь авторов БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,A=,@!amovic","2","1"
"961","[","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","2"
"961","1","Неотъемлемая часть имени","0=text",,"10","7"
"961","3","Ввод через AUTHORITY-файл (N записи)","10=authority","ATHRA,A=,1=,@athrai","11","7"
"961","4","Функция (не автор)","1=menu(.mnu); 6=tree(.tre)","7024.tre\\ -","13","7"
"961","5","Функция 2 (НЕ автор)","6=tree(.tre)","7024.tre\\ -","10","7"
"961","6","Функция 3 (НЕ автор)","6=tree(.tre)","7024.tre\\ -","10","7"
"961","7","Дополнение (уточнение) к функции","0=text; 6=tree(.tre)","7027.tre\\ -","13","7"
"961","9","Роль (Инвертирование ФИО допустимо?)","7=yes/no","df.mnu","13","7"
"961","A","Фамилия","2=dict(,pref=)",",A=,@!amovi","10","7"
"961","B","Инициалы","0=text; 2=dict(,pref=)",",M=,@!mmovo","13","7"
"961","C","Дополнения к именам, кроме дат","0=text; 1=menu(.mnu)","Avt_dop.mnu\\2","10","7"
"961","D","Римские цифры","1=menu(.mnu)","rc.mnu","10","7"
"961","F","Даты жизни","0=text",,"10","7"
"961","G","Расширение инициалов","0=text",,"10","7"
"961","L","Индикатор формы записи имени","7=yes/no","df.mnu","10","7"
"961","P","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","10","7"
"961","R","Разночтение фамилии","2=dict(,pref=)",",A=,@!amovu","10","7"
"961","U","Роль (нужна доб. КК ?)","7=yes/no","rola.mnu","8","4"
"961","X","Фамилия, инициалы","2=dict(,pref=)",",A=,@!amovo","11","7"
"961","Y","Работает в данной организации","7=yes/no","dn.mnu","10","7"
"961","Z","ЗАГОЛОВОК описания?","7=yes/no","dn.mnu","10","7"
"962","!","Словарь коллективов БД IBIS (Для ВКА)","2=dict(,pref=)","IBIS,M=,@!mmovkcm","8","1"
"962","?","Ввод ВКА через словарь БД комплектования","2=dict(,pref=)",",M=,(if '***'='972' or '***'='962' then v*** else v***^a fi/)","4","1"
"962","3","Ввод через AUTHORITY-файл (N записи)","10=authority","ATHRC,M=,0=,@athrcv","10","7"
"962","4","Функция","6=tree(.tre)","7024.tre\\ -","2","2"
"962","5","Функция 1","6=tree(.tre)","7024.tre\\ -","2","2"
"962","6","Функция 2","6=tree(.tre)","7024.tre\\ -","2","2"
"962","7","Сокращение","0=text",,"11","7"
"962","A","Наименование","2=dict(,pref=)",",M=,@!mmovk","11","7"
"962","B","Подразделение","0=text",,"11","7"
"962","C","Город","1=menu(.mnu)","gor.mnu\\1","11","7"
"962","D","Номер мероприятия ВКА","0=text",,"6","3"
"962","E","Город 1","1=menu(.mnu)","gor.mnu","11","7"
"962","F","Дата проведения мероприятия (ВКА)","0=text",,"6","3"
"962","H","Город 2","1=menu(.mnu)","gor.mnu","11","7"
"962","I","Город 3","1=menu(.mnu)","gor.mnu","11","7"
"962","N","Номер","0=text",,"10","6"
"962","R","Аббревиатура","0=text",,"11","7"
"962","S","Страна","1=menu(.mnu)","str.mnu\\2","11","7"
"962","U","Роль (Нужна добавочная карточка ?)","1=menu(.mnu); 7=yes/no","rola.mnu","6","3"
"962","V","Аббревиатура","0=text",,"11","7"
"962","X","Роль (Заглавие подразделения Характерное ?)","7=yes/no","danet.mnu","6","5"
"962","Z","Заголовок описания?","7=yes/no","dn.mnu","8","6"
"963","1","Материал источника","1=menu(.mnu)","9631.mnu","2","2"
"963","7","Сокращение коллектива по ГОСТ","0=text",,"2","2"
"963","9","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","2","2"
"963","A","Заглавие серии","2=dict(,pref=)",",TS=,@!tmov963","2","2"
"963","B","Коллектив или мероприятие-Заголовок описания","2=dict(,pref=)",",M=,@!mmovo","2","2"
"963","E","Сведения, относящиеся к заглавию","1=menu(.mnu)","200e.mnu","2","2"
"963","F","Сведения об ответственности","2=dict(,pref=)",",A=,@!amovf","2","2"
"963","I","ISBN или ISSN","0=text",,"2","2"
"963","O","Сведения об ответственности серии","0=text",,"2","2"
"963","P","Сведения об издании","1=menu(.mnu)","205.mnu\\1","2","2"
"963","V","Обозначение и № в серии","1=menu(.mnu)","obs.mnu\\1","2","2"
"963","X","1-й автор-Заголовок описания","2=dict(,pref=)",",A=,@!amovo","2","2"
"970","1","Неотъемлемая часть имени","0=text",,"2","2"
"970","3","Ввод через AUTHORITY-файл (N записи)","10=authority","ATHRA,A=,1=,@athrai","2","2"
"970","a","Фамилия","0=text; 2=dict(,pref=)",",A=,@!amovi","3","3"
"970","b","Инициалы","0=text",,"3","3"
"970","C","Дополнения к именам, кроме дат","0=text",,"2","2"
"970","D","Римские цифры","0=text",,"2","2"
"970","F","Даты жизни","0=text",,"2","2"
"970","G","Расширение инициалов","0=text",,"2","2"
"970","R","Разночтение фамилии","2=dict(,pref=)",",A=,@!amovo","2","2"
"970","Y","Работает в данной организации","1=menu(.mnu)","dn.mnu","2","2"
"971","3","Ввод через AUTHORITY-файл (N записи)","10=authority","ATHRC,Z=,0=,@athrc971","2","2"
"971","4","Функция","6=tree(.tre)","7024.tre\\ -","2","2"
"971","5","Функция 1","6=tree(.tre)","7024.tre\\ -","2","2"
"971","6","Функция 2","6=tree(.tre)","7024.tre\\ -","2","2"
"971","7","Сокращение по ГОСТ","0=text",,"2","2"
"971","B","НАИМЕНОВАНИЕ","2=dict(,pref=)",",M=,@!mmovv","2","2"
"971","D","Номер мероприятия","0=text",,"2","2"
"971","E","Место проведения - Город 1","1=menu(.mnu)","gor.mnu\\1","2","2"
"971","F","Дата проведения мероприятия","0=text",,"2","2"
"971","H","Место проведения - Город 2","1=menu(.mnu)","gor.mnu\\1","2","2"
"971","I","Место проведения - Город 3","1=menu(.mnu)","gor.mnu\\1","2","2"
"971","U","Роль(формировать сведения об отв.?)","1=menu(.mnu)","ROLC.mnu","2","2"
"971","V","Аббревиатура","0=text",,"2","2"
"972","!","Словарь коллективов БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,M=,@!mmovvcm","3","1"
"972","0","Номер пункта мероприятия в Плане","0=text",,"1","1"
