"Field","Subfield","Label","EditTypes","InputAid","Occurs","DBs"
"149","E","E:     в т.ч. брошюры - число наименований","0=text",,"1","1"
"149","F","F: Иностранные - число экз. -всего","0=text",,"1","1"
"149","G","G:     в т.ч.  книги - число экз.","0=text",,"1","1"
"149","H","H:     в т.ч.  брошюры - число экз.","0=text",,"1","1"
"149","I","I:     в т.ч.  журналы - число экз.","0=text",,"1","1"
"149","J","J:     в т.ч.  газеты - число экз.","0=text",,"1","1"
"149","K","K:     в т.ч. приобретено на валюту - число экз.","0=text",,"1","1"
"149","L","L: Иностранные - Сумма - всего","0=text",,"1","1"
"149","M","M: Иностранные - на баланс - наименований книг","0=text",,"1","1"
"149","N","N: Иностранные - на баланс - число экз.","0=text",,"1","1"
"149","O","O: Иностранные - Сумма на баланс","0=text",,"1","1"
"149","P","P: Иностранные - НЕ на баланс-наименований","0=text",,"1","1"
"149","Q","Q: Иностранные - НЕ на баланс - число экз.","0=text",,"1","1"
"149","R","R: Иностранные - Сумма НЕ на баланс","0=text",,"1","1"
"149","S","S: На русском яз. - число экз","0=text",,"1","1"
"149","T","T: На других яз., кроме русского - число экз.","0=text",,"1","1"
"149","U","U: На национальном яз. - число экз","0=text",,"1","1"
"149","V","V: На других, кроме русского и нац. - число экз.","0=text",,"1","1"
"150","1","1: в т.ч. на нац.яз. - экз.","0=text",,"1","1"
"150","2","2: в т.ч. на нац.яз. - экз","0=text",,"1","1"
"150","3","3: в т.ч. на нац.яз. - экз.","0=text",,"1","1"
"150","4","4: в т.ч. на нац.яз. - экз.","0=text",,"1","1"
"150","6","6: Покупка - стоимость","0=text",,"1","1"
"150","7","7: Книгообмен - стоимость","0=text",,"1","1"
"150","8","8: Дары - стоимость","0=text",,"1","1"
"150","A","Тип правительственной организации","0=text; 1=menu(.mnu)","kn.mnu","5","5"
"150","B","B: Тр.сотр. - метод.матер. - экз","0=text",,"1","1"
"150","C","C: Тр.сотр. -отчеты о НИР - экз.","0=text",,"1","1"
"150","D","D: Тр.сотр. -учебн.пособия - экз.","0=text",,"1","1"
"150","E","E: Обменный фонд - экз.","0=text",,"1","1"
"150","F","F: Фонд редкой книги - экз.","0=text",,"1","1"
"150","G","G: Депозитарий - экз.","0=text",,"1","1"
"150","H","H: Резервный фонд - экз.","0=text",,"1","1"
"150","I","I: Фонд ООН - экз.","0=text",,"1","1"
"150","K","K: Покупка - канал поступления - экз","0=text",,"1","1"
"150","L","L: Книгообмен - канал поступления - экз","0=text",,"1","1"
"150","M","M: Дары - канал поступления - экз","0=text",,"1","1"
"150","X","X: Другие каналы поступления - экз.","0=text",,"1","1"
"151","0","0: Раздел знания 10","0=text",,"1","1"
"151","1","1: Раздел знания 1","0=text",,"1","1"
"151","2","2: Раздел знания 2","0=text",,"1","1"
"151","3","3: Раздел знания 3","0=text",,"1","1"
"151","4","4: Раздел знания 4","0=text",,"1","1"
"151","5","5: Раздел знания 5","0=text",,"1","1"
"151","6","6: Раздел знания 6","0=text",,"1","1"
"151","7","7: Раздел знания 7","0=text",,"1","1"
"151","8","8: Раздел знания 8","0=text",,"1","1"
"151","9","9: Раздел знания 9","0=text",,"1","1"
"151","A","A: Раздел знания 11","0=text",,"1","1"
"151","B","B: Раздел знания 12","0=text",,"1","1"
"151","C","C: Раздел знания 13","0=text",,"1","1"
"151","D","D: Раздел знания 14","0=text",,"1","1"
"151","E","E: Раздел знания 15","0=text",,"1","1"
"151","X","X: Другое","0=text",,"1","1"
"152","A","Правила каталогизации","0=text; 1=menu(.mnu)","pkpr.mnu","4","4"
"152","B","Система предметизации","0=text; 1=menu(.mnu)","kspr.mnu","4","4"
"155","!","!: Выбыло из фонда - Журналов - наименований","0=text",,"1","1"
"155","?","?: Выбыло из фонда - Газет - наименований","0=text",,"1","1"
"155","2","2: в т. ч. Учебные журн. на нац языке","0=text",,"2","1"
"155","4","4: Исключено из подразделений - Журналы - наименований","0=text",,"1","1"
"155","6","6: Требуется докомпл. - Журналы (наимен.)","0=text",,"1","1"
"155","7","7: Требуется докомпл. - Газеты (наимен.)","0=text",,"1","1"
"155","8","8: Передано в др. отделы - Журналы - наименований","0=text",,"1","1"
"155","9","9: Передано в др. отделы - наименований","0=text",,"1","1"
"155","A","A: Отечественные журналы","0=text",,"2","1"
"155","B","B: Исключено из фонда - Учебные-журналы - наименований","0=text",,"2","1"
"155","C","C: Иностранная периодика-всего - наименований","0=text",,"2","1"
"155","L","L: Газеты-наименований впервые","0=text",,"1","1"
"155","P","P: Журналы - наименований впервые","0=text",,"1","1"
"155","Q","Q: в т.ч.-журналы иностранные","0=text",,"2","1"
"155","R","R: в т.ч. газеты иностранные","0=text",,"2","1"
"155","V","V: Журналы - наименований","0=text",,"2","1"
"155","W","W: в т. ч. Инф.издания","0=text",,"2","1"
"155","X","X: Газеты-наименований","0=text",,"2","1"
"158","-","- Прочие - экземпл на нац.яз.","0=text",,"1","1"
"158",",",", Диссертации - экземпл на РУС","0=text",,"1","1"
"158",".",". Диссертации - экземпл на нац.яз.","0=text",,"1","1"
"158","/","/ Художеств - экземпл на других яз","0=text",,"1","1"
"158",":",": Диссертации - экземпл на других яз","0=text",,"1","1"
"158",";","; Художеств - экземпл на нац.яз.","0=text",,"1","1"
"158","\","\ Художеств - экземпл на РУС","0=text",,"1","1"
"158","+","+ Прочие - экземпл на других яз","0=text",,"1","1"
"158","=","Прочие - экземпл на РУС","0=text",,"1","1"
"158","1","1: Научные - экзкмпл на нац.","0=text",,"1","1"
"158","2","2: Научные - экзкмпл на РУС","0=text",,"1","1"
"158","3","3: Научные - экзкмпл на других яз","0=text",,"1","1"
"158","4","4: Учебные - экземпл на нац.яз.","0=text",,"1","1"
"158","5","5: Учебные - экземпл на РУС","0=text",,"1","1"
"158","6","6: Учебные - экземпл на других яз","0=text",,"1","1"
"158","7","7: Учебно-Метод - экземпл на нац.яз.","0=text",,"1","1"
"158","8","8: Учебно-Метод - экземпл на РУС","0=text",,"1","1"
"158","9","9: Учебно-Метод - экземпл на других яз","0=text",,"1","1"
"158","A","A: Научные - наимен на нац.яз.","0=text",,"1","1"
"158","B","B: Научные - наимен на РУС","0=text",,"1","1"
"158","C","C: Научные - наимен на других яз","0=text",,"1","1"
"158","D","D: Учебные - наимен на нац.яз.","0=text",,"1","1"
"158","E","E: Учебные - наимен на РУС","0=text",,"1","1"
"158","F","F: Учебные - наимен на других яз","0=text",,"1","1"
"158","G","G: Учебно-Метод - наимен на нац.яз.","0=text",,"1","1"
"158","H","H: Учебно-Метод - наимен на РУС","0=text",,"1","1"
"158","I","I: Учебно-Метод - наимен на других яз","0=text",,"1","1"
"158","J","J: Диссертации - наименов на нац.яз.","0=text",,"1","1"
"158","K","K: Диссертации - наименов на РУС","0=text",,"1","1"
"158","L","L: Диссертации - наименов на других яз","0=text",,"1","1"
"158","M","M: Художеств - наименов на нац.яз.","0=text",,"1","1"
"158","N","N: Художеств - наименов на РУС","0=text",,"1","1"
"158","O","O: Художеств - наименов на других яз","0=text",,"1","1"
"158","P","P: Прочие - наименов на нац.яз.","0=text",,"1","1"
"158","R","R: Прочие - наименов на РУС","0=text",,"1","1"
"158","S","S: Прочие - наименов на других яз","0=text",,"1","1"
"162","7","7: Идентификатор заявки на комплектование","0=text",,"1","1"
"162","A","A: ФИО и должность одобрившего/отклонившего","0=text",,"1","1"
"162","C","C: Дата","0=text",,"1","1"
"162","I","I: Идентификатор читателя","0=text",,"1","1"
"162","P","P: IP адрес компьютера","0=text",,"1","1"
"162","R","R: Основание для отклонения","0=text",,"1","1"
"180","A","A: Выбыло наименований книг","0=text",,"1","1"
"180","B","B: Выбыло экземпляров ВСЕГО","0=text",,"1","1"
"180","C","C: Выбыло на сумму - ВСЕГО","0=text",,"1","1"
"180","D","D: Требуют докомплектования (наименований)","0=text",,"1","1"
"180","E","E: Требуют докомплектования (экземпляров)","0=text",,"1","1"
"180","F","F: Передано в другие отделы - наименований книг","0=text",,"1","1"
"180","G","G: Передано в другие отделы - экземпляров","0=text",,"1","1"
"180","H","H: Передано в другие отделы - На сумму","0=text",,"1","1"
"180","I","I: ИСКЛЮЧЕНО из фонда наименований - без периодики","0=text",,"1","1"
"180","J","J: ИСКЛЮЧЕНО из фонда экземпляров - без периодики","0=text",,"1","1"
"180","K","K: ИСКЛЮЧЕНО из фонда - На сумму- без периодики","0=text",,"1","1"
"180","L","L: ИСКЛЮЧЕНО из фонда - На сумму- периодика","0=text",,"1","1"
"181","A","Вид содержания","1=menu(.mnu)","181vs.mnu\\2","1","1"
"181","B","Степень применимости","1=menu(.mnu)","181sp.mnu\\2","1","1"
"181","C","Спецификация типа","1=menu(.mnu)","181st.mnu\\2","1","1"
"181","D","Спецификация движения","1=menu(.mnu)","181sd.mnu\\2","1","1"
"181","E","Спецификация размерности","1=menu(.mnu)","181sr.mnu\\2","1","1"
"181","F","Сенсорная спецификация","1=menu(.mnu)","181ss.mnu\\2","1","1"
"182","A","Код типа средства","1=menu(.mnu)","182hs.mnu\\2","1","1"
"200","!","Признак дублетной записи","7=yes/no","danet.mnu","2","2"
"200","1","Число экземпляров на УК","0=text",,"2","2"
"200","2","2-й автор (ФИО)","2=dict(,pref=)","IBIS,A=,@!amovu","4","2"
"200","3","3-й автор (ФИО)","2=dict(,pref=)","IBIS,A=,@!amovu","4","2"
"200","9","Проверку на дубль отменить?","0=text","df.mnu","2","2"
"200","A","Заглавие","0=text; 2=dict(,pref=)",",TP=,@!tmovzh","30","15"
"200","B","Общее обозначение материала","0=text; 1=menu(.mnu)","200b.mnu","17","8"
"200","C","Заглавие книги или многотомника","0=text; 1=menu(.mnu); 2=dict(,pref=)","IBIS,T=,@!kvmovt","6","4"
"200","D","Дата выдачи","0=text",,"2","2"
"200","E","Сведения, относящиеся к заглавию","0=text; 1=menu(.mnu); 6=tree(.tre)","200e.mnu","25","12"
"200","F","Первые сведения об ответственности","0=text; 2=dict(,pref=)",",A=,@!amovf","26","11"
"200","G","Последующие сведения об ответственности","!1; 0=text; 1=menu(.mnu); 2=dict(,pref=)",",M=,@!mmovf","26","11"
"200","H","Обозначение и № тома многотомника/выпуска","1=menu(.mnu)","obn.mnu","2","2"
"200","I","Заглавие тома многотомника или выпуска","0=text",,"2","2"
"200","J","Год издания","0=text",,"5","3"
"200","K","Штрих-код","0=text",,"3","3"
"200","L","Заглавие - сокращение по Госту","0=text",,"4","4"
"200","M","Место хранения","1=menu(.mnu)","mhr.mnu","4","2"
"200","P","Дата поступления экз-ра  (ГГГГММДД)","0=text",,"2","2"
"200","R","Заказ на бронеполку? (Используется ТОЛЬКО при наличии заказа по ретрофонду!)","0=text; 7=yes/no","danet.mnu","3","3"
"200","S","Объем (число страниц)","0=text; 1=menu(.mnu)","str.mnu\\2","5","3"
"200","U","Роль","1=menu(.mnu); 7=yes/no","rolz.mnu","17","9"
"200","V","Обозначение и номер тома","0=text; 1=menu(.mnu)","obn.mnu\\1","11","8"
"200","W","Место выдачи","0=text",,"2","2"
"200","X","Роль (Инвертирование ФИО допустимо?)","7=yes/no","df.mnu","2","2"
"203","A","Вид содержания(1)","1=menu(.mnu)","vso.mnu\\1","1","1"
"203","B","Вид содержания(2)","1=menu(.mnu)","vso.mnu\\1","1","1"
"203","C","Средства доступа(1)","1=menu(.mnu)","tso.mnu\\1","1","1"
"203","D","Вид содержания(3)","1=menu(.mnu)","vso.mnu\\1","1","1"
"203","E","Вид содержания(4)","1=menu(.mnu)","vso.mnu\\1","1","1"
"203","F","Вид содержания(5)","1=menu(.mnu)","vso.mnu\\1","1","1"
"203","G","Вид содержания(6)","1=menu(.mnu)","vso.mnu\\1","1","1"
"203","O","Хар-ка содержания (1)","1=menu(.mnu)","hso.mnu\\2","1","1"
"203","P","Характеристика содержания(2)","1=menu(.mnu)","hso.mnu\\1","1","1"
"203","R","Характеристика содержания(6)","1=menu(.mnu)","hso.mnu\\1","1","1"
"203","T","Характеристика содержания(5)","1=menu(.mnu)","hso.mnu\\1","1","1"
"203","U","Характеристика содержания(3)","1=menu(.mnu)","hso.mnu\\1","1","1"
"203","Y","Характеристика содержания(4)","1=menu(.mnu)","hso.mnu\\1","1","1"
"205","A","Сведения об издании","0=text; 1=menu(.mnu)","205.mnu\\1","3","3"
"205","B","Дополнительные сведения об издании","0=text",,"3","3"
"205","D","Параллельные сведения об издании","0=text",,"2","2"
"205","F","Первые сведения об ответственности","0=text",,"2","2"
"205","G","Последующие сведения об ответственности","0=text",,"2","2"
"207","!","Индикатор 2: (формализованной нумерации)","1=menu(.mnu)","207.mnu","2","2"
"207","0","Индикатор 1","1=menu(.mnu)","ind.mnu","2","2"
"207","a","Нумерация: даты и обозначения томов","0=text",,"2","2"
"207","z","Источник информации о нумерации","0=text",,"2","2"
"210","!","Требуется редактирование","1=menu(.mnu); 2=dict(,pref=); 7=yes/no","danet.mnu","14","7"
"210","(","Тип заглавия","1=menu(.mnu)","tz_200.mnu","2","1"
"210",",","Музык. произведение - цифровое обозначение","1=menu(.mnu)","125_7.mnu\\","2","1"
"210",".","Дата публикации","0=text",,"2","1"
"210","/","Хронологический подзаголовок(для 3-го географического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","2","1"
"210",":","Общее обозначение материала","1=menu(.mnu)","200b.mnu\\","2","1"
"210",";","Музык. произведение - средства исполнения","1=menu(.mnu)","125_8.mnu\\","2","1"
"210","?","Роль (Города в форматы не выводить?)","1=menu(.mnu); 7=yes/no","df.mnu","12","5"
"210","[","Хронологический подзаголовок(для 1-го тематического подзаголовка)","0=text; 2=dict(,pref=)",",HS=,@!smov","3","2"
"210","\","Хронологический подзаголовок(для 2-го географического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","2","1"
"210","]","Хронологический подзаголовок(для 2-го тематического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","2","1"
"210","+","(словарь)","1=menu(.mnu); 2=dict(,pref=)",",MI=,@!mgor","5","2"
"210","<","Музык. произведение - ключ (тональность)","1=menu(.mnu); 2=dict(,pref=)","125_6.mnu\\","5","2"
"210","=","(словарь)","2=dict(,pref=)",",MI=,&uf('+7W3#'),&uf('+7W4#'),&uf('+7W5#'),&uf('+7W8#'),&uf('+7W9#'),&uf('+7W10#'),&uf('+7W11#'),&uf('+7W12#'),if '***'='4889' then &uf('+7W3#'(|:|+v488^G)),&uf('+7W3#'&uf('+9I!: !?:?'g3)),&uf('+7W3#'&uf('+9I! :!?:?'g3)),&uf('+7W3#'&uf('+9I!; !?;?'g3)),&uf('+7W3#'&uf('+9I! ;!?;?'g3)),&uf('+7W3#'&uf('+9I!;  :!?:?'g3)),&uf('+7W4#'(if &uf('1*R:?g3#1')<>''then &unifor('1*R:?g3#1') fi/))/&uf('+7W5#'(if g4:';'then &uf('G2;'g4) fi/)),if g5:';' then &uf('+7W9#'g5+|;|)/&uf('+7W11#'(g5/)) else &uf('+7W9#'g5+|;|) fi else if '***'='210' then if v210^y:';' then &uf('+7W9#'v210^y|;|)/&uf('+7W9#'&uf('+9I!: !?:?'g9)),&uf('+7W9#'&uf('+9I! :!?:?'g9)),&uf('+7W9#'&uf('+9I!; !?;?'g9)),&uf('+7W9#'&uf('+9I! ;!?;?'g9)),&uf('+7W11#'(v210^y/)),&uf('+7W8#'(v210^a/v210^x/)) else &uf('+7W8#'(v210^a/v210^x/v210^y/)) fi else if '***'='454' then if v454^g:';' then &uf('+7W9#'v454^g|;|)/&uf('+7W11#'(v454^g/)) else &uf('+7W8#'v454^g+|;|) fi else if v***^d:';' then &uf('+7W9#'v***^d|;|)/&uf('+7W11#'(v***^d/)) else &uf('+7W8#'v***^d+|;|) fi fi fi fi,if p(g11) then if g1:';' then (if p(g11) then if &uf('+97'g11)=&uf('Ag1#1') then &uf('+7W12#'g11) fi fi/),""^X""g12 fi fi,if p(g12) then else if p(g9) then &uf('+7W9#'(if &uf('1*R;?g9#1')<>'' then &uf('1*R;?g9#1') fi/)) fi,&uf('+7A9#8') fi,(if p(g9)then if &uf('+97'g9)=&uf('Ag1#1') then '^X'&uf('+9I? []?//',g9) else fi fi/)","3","1"
"210",">","Прочие сведения (текст)","0=text; 2=dict(,pref=)",",HS=,@!smov","4","1"
"210","0","Подзаголовок формы","1=menu(.mnu)","fpz.mnu\\1","2","1"
"210","1","Место печати","0=text; 1=menu(.mnu)","gor.mnu\\1","13","8"
"210","2","Роль (выводить ВСЕ города или ""Город1 и др."")","0=text; 1=menu(.mnu); 7=yes/no","idr.mnu","15","8"
"210","3","Роль (выводить не ВСЕ издательства)","7=yes/no","idr.mnu","9","4"
"210","4","Город на издании","0=text; 1=menu(.mnu)","otn.mnu","10","5"
"210","5","Пояснения к году, стоящие перед ним","0=text; 2=dict(,pref=)","IBIS,T=,@!tmov0","13","8"
"210","6","Функция издающей организации","0=text; 2=dict(,pref=)",",P=,@!smov","16","9"
"210","7","Издательство - ввод через AUTHORITY-файл (N записи)","1=menu(.mnu); 10=authority","ATHRC,I=,0=,@athrci","20","10"
"210","8","Язык каталогизации","1=menu(.mnu)","kat.mnu\\2","9","6"
"210","9","Признак типа организации","1=menu(.mnu)","pr.mnu","8","5"
"210","A","Город1","0=text; 1=menu(.mnu); 2=dict(,pref=)","gor.mnu\\1","26","16"
"210","B","Подразделение Коллектива","0=text; 2=dict(,pref=)",",P=,@!smov","9","6"
"210","C","Издательство (Издающая организация)","0=text; 1=menu(.mnu); 2=dict(,pref=)",",O=,&uf('+7W3#'),&uf('+7W4#'),&uf('+7W10#'),&uf('+7W11#'),&uf('+7W20#'),&uf('+7W112#'),&uf('+7W111#'),if '***'='4889' then if v488^G:':'then &uf('+7W3#'(if p(v488) then |;|v488^d,|;---|n488^d,|:|v488^G fi)),&uf('+7W3#'&uf('+9I!: !?:?'g3)),&uf('+7W3#'&uf('+9I! :!?:?'g3)),&uf('+7W3#'&uf('+9I!; !?;?'g3)),&uf('+7W3#'&uf('+9I! ;!?;?'g3)),&uf('+7W3#'&uf('+9I!;  :!?:?'g3)),if g3:':' then &uf('+7W4#'(if &uf('1*R:?g3#1')<>''then &unifor('1*R:?g3#1') fi/)) fi,&uf('+7W10#'(if p(g4) then if g4:';'then &uf(|G2;|g4) else '---' fi fi/)),&uf('+7W11#'(if g4:';'then &uf(|G0;|g4) else g4 fi/)),&uf('+7W20#'(if p(g11) then |^X|g11,if g10='---' or g10:'S. l.' or g10:'Б. м.' then '' else|^Y|g10 fi,'^Z'g11,if g10='---' or g10:'S. l.' or g10:'Б. м.' then '' else|(|g10|)| fi fi/)) fi else if '***'='210' then (v210^c,'^A'v210^a,'^X'v210^x,'^Y'v210^y/) else &uf('+7W20#'if '***'='454' then (if p(v454) then'^X'v454^c,'^Y'v454^g,'^Z'v454^c,|(|v454^g|)| fi/) else (if p(v***) then'^X'v***^g,'^Y'v***^d,'^Z'v***^g,|(|v***^d|)| fi/) fi/) fi fi,(if p(g20) then if &uf('9'&uf('+97'g20^Z))=&uf('Ag1#1') then &uf('+7W112#'g20) else fi fi/),if g112<>'' then if g112^Y:';' then &uf('+7W112#'|^X|g112^X,'^Y'&uf('+9I!; !?;?'g112^y)),&uf('+7W112#'|^X|g112^X,'^Y'&uf('+9I! ;!?;?'g112^y)),&uf('+7W111#'g112^X/(if &uf('1*R;?g112^Y#1')<>''then &unifor('1*R;?g112^Y#1') fi/)),&uf('+7W12#^C'/'^A'/'^X'/'^Y'/' ; '/' ; '/' ; '/' ; '/),(if p(g111) then g12,g111 fi) else '^C'g112^X,'^A'g112^Y'^X^Y' fi fi","25","15"
"210","D","Год издания","0=text; 1=menu(.mnu); 2=dict(,pref=)",",P=,@!smov","24","14"
"210","E","Годы издания (окончание)","0=text; 1=menu(.mnu)","gor.mnu\\1","11","9"
"210","F","Дата проведения мероприятия","0=text",,"6","5"
"210","G","Наименование типографии (изготовителя)","0=text; 1=menu(.mnu); 2=dict(,pref=)",",OT=,@!Imovt","12","6"
"210","H","Дата изготовления (печати)","0=text; 1=menu(.mnu); 2=dict(,pref=)",",HS=,@!smov","11","6"
"210","I","Издательство на издании","0=text; 1=menu(.mnu)","gor.mnu\\1","5","3"
"210","J","Хронологический подзаголовок","0=text; 2=dict(,pref=)",",HS=,@!smov","3","2"
"210","K","Тематический подзаголовок","2=dict(,pref=)",",P=,@!smov","2","1"
"210","M","Тематический подзаголовок","2=dict(,pref=)",",P=,@!smov","2","1"
"210","N","Номер","0=text",,"2","2"
"210","O","Географический подзаголовок","1=menu(.mnu)","str.mnu\\1","4","1"
"210","Q","Географический подзаголовок","1=menu(.mnu)","str.mnu\\1","2","1"
"210","R","Аббревиатура","0=text",,"1","1"
"210","S","Страна","1=menu(.mnu)","str.mnu\\2","3","3"
"210","T","Наименование типографии на издании","0=text; 1=menu(.mnu)","str.mnu\\1","6","3"
"210","U","Сокращение по ГОСТ","0=text",,"1","1"
"210","V","Даты выхода","0=text; 2=dict(,pref=)",",PG=,@!pmov","3","3"
"210","W","Географическое наименование(3)","2=dict(,pref=)",",HG=,@!dmov","1","1"
"210","X","Город2","0=text; 1=menu(.mnu)","gor.mnu\\1","14","8"
"210","Y","Город3","1=menu(.mnu)","gor.mnu\\1","13","7"
"210","Z","Заглавие как предмет","1=menu(.mnu); 2=dict(,pref=)","IBIS,T=,@!tmov0","3","2"
"211","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"211","0","Индикатор 1","1=menu(.mnu)","ind.mnu","2","2"
"211","a","Дата","0=text",,"2","2"
"211","E","Название - Ввод с клавиатуры или через справочник","1=menu(.mnu)","MP_sp.mnu\\1","1","1"
"211","G","Город","1=menu(.mnu)","gor.mnu\\1","1","1"
"211","H","Адрес","0=text",,"1","1"
"211","I","Отдел","1=menu(.mnu)","MP_otd.mnu\\1","1","1"
"211","K","Код (должен начинаться с !))","1=menu(.mnu)","MP_vse.mnu\\1","1","1"
"211","S","Страна","1=menu(.mnu)","str.mnu\\2","1","1"
"211","T","Телефон","0=text",,"1","1"
"211","Y","Ввод через словарь","2=dict(,pref=)",",MPSP=,('^K'v211^k,'^E'v211^e,'^H'v211^h,'^T'v211^t,'^S'v211^s,'^G'v211^g/)","1","1"
"215","0","Иллюстрации (2)","1=menu(.mnu)","il.mnu","7","4"
"215","1","Единица измерения","1=menu(.mnu); 6=tree(.tre)","2151.tre\\ -","13","6"
"215","2","Сопроводительный материал-единица измерения","1=menu(.mnu); 6=tree(.tre)","2151.tre\\ -","12","5"
"215","3","Вид упаковки (в переплете и др.)","1=menu(.mnu)","2153.mnu","14","7"
"215","4","Вес","0=text",,"9","5"
"215","7","Иллюстрации (3)","1=menu(.mnu)","il.mnu","7","4"
"215","8","Иллюстрации (4)","1=menu(.mnu)","il.mnu","7","4"
"215","A","Объем (цифры)","0=text; 1=menu(.mnu)","slpag.mnu","23","11"
"215","B","Количество докладов","0=text",,"4","3"
"215","C","Иллюстрации (1)","0=text; 1=menu(.mnu)","il.mnu\\2","12","7"
"215","D","Размер текстовых материалов, нот, карт","0=text",,"18","9"
"215","E","Сопроводительный материал (количество-цифры)","0=text",,"12","5"
"215","Q","Год","0=text",,"2","2"
"215","W","% оригинальности текста","0=text",,"2","1"
"215","X","Тираж","0=text",,"9","4"
"215","Y","Признак ""НЕ на баланс""","7=yes/no","215.mnu","7","4"
"215","Z","Состоит из ... единиц хранения","0=text",,"17","7"
"225","!","Словарь серий БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,TS=,mhl,(if p(v***) then'^A',if '***'='225'then v***^a,'^E'v***^e,'^F'v***^f,'^X'v***^x else if '***'='510'then v***^d else if '***'='923'then v923^i,"". ""v923^l else if '***'='461'or'***'='463'or'***'='330'or'***'='922'or'***'='470'then v***^c else if '***'='481'then if v481^u:'1' then else v481^c fi else if '***'='541'then v*** else v***^a fi fi fi fi fi,'^E^F^X'fi fi/)","3","1"
"225","0","Роль (монография, том / многотомник)","7=yes/no","df.mnu","2","2"
"225","1","Параллельное заглавие подсерии","0=text",,"5","3"
"225","2","Параллельное заглавие раздела подсерии","0=text",,"5","3"
"225","9","Первый символ - прописная буква?","7=yes/no","df.mnu","6","4"
"225","A","Наименование серии","2=dict(,pref=)",",T=B=,(v***^a/)","9","5"
"225","D","Параллельное заглавие серии","0=text; 1=menu(.mnu)","plant_abbr.mnu\\2","6","4"
"225","E","Сведения, относящиеся к заглавию серии","0=text; 1=menu(.mnu)","200e.mnu","9","5"
"225","F","Сведения об ответственности","2=dict(,pref=)",",M=,@!mmovf","8","4"
"225","H","Обозначение и № подсерии","0=text; 1=menu(.mnu)","obs.mnu\\1","8","4"
"225","I","Заглавие подсерии","0=text",,"9","5"
"225","K","Обозначение и № раздела подсерии","0=text; 1=menu(.mnu)","obs.mnu\\1","8","4"
"225","L","Заглавие раздела подсерии","0=text",,"8","4"
"225","N","Роль (выводить в скобки?)","7=yes/no","rols1.mnu","4","4"
"225","U","Роль (нужна добавочная карточка ?)","7=yes/no","rols3.mnu","3","3"
"225","V","Обозначение и Номер выпуска в серии","0=text; 1=menu(.mnu)","obn.mnu\\0","9","5"
"225","W","Обозначение и № выпуска в подсерии","1=menu(.mnu)","obn.mnu\\0","7","3"
"225","X","ISSN","0=text",,"8","4"
"225","Y","Обозначение и № выпуска в разделе подсерии","1=menu(.mnu)","obn.mnu\\0","7","3"
"225","Z","Язык(и) параллельного заглавия серии","1=menu(.mnu)","jz.mnu\\2","5","3"
"230","A","Вид и объем ресурса","1=menu(.mnu)","230a.mnu","3","3"
"230","B","Наличие цвета","1=menu(.mnu)","230b.mnu","4","4"
"230","C","Наличие звука","7=yes/no","230c.mnu","4","4"
"230","D","Системные требования","2=dict(,pref=)",",ST=,(if '***'='239' then v*** else '' fi/)","4","4"
"230","E","Уточнение к сист. требованиям","0=text",,"4","4"
"230","R","Системные требования - для пополнения данных","2=dict(,pref=)",",ST=,(if '***'='239' then v*** else '' fi/)","4","4"
"230","X","Основной документ / Приложение","7=yes/no","ope.mnu","4","4"
"248","<","<: ВУЗ: учебная - экз.","0=text",,"1","1"
"248",">",">: ВУЗ: учебно-методическая - экз.","0=text",,"1","1"
"248","A","A: ВУЗ: Научные - экз.  - всего","0=text",,"1","1"
"248","M","M: ВУЗ: Научные - наименований  - всего","0=text",,"1","1"
"248","O","O: ВУЗ: учебная - наименований","0=text",,"1","1"
"248","T","T: ВУЗ: Электронные учебники - наименований","0=text",,"1","1"
"248","Z","Z: ВУЗ: учебно-методическая - наименований","0=text",,"1","1"
"249","0","0 ББК68. Военное дело. Военная наука","0=text",,"1","1"
"249","1","1 ББК2. Естественные науки","0=text",,"1","1"
"249","2","2 ББК3. Техника. Технические науки","0=text",,"1","1"
"249","3","3 ББК4. Сельское и лесное хозяйство. Сельскохозяйственные и лесохозяйственные науки","0=text",,"1","1"
"249","4","4 ББК5. Здравоохранение. Медицинские науки","0=text",,"1","1"
"249","5","5 ББК60. Социальные науки в целом. Обществознание","0=text",,"1","1"
"249","6","6 ББК63. История. Исторические науки","0=text",,"1","1"
"249","7","7 ББК65. Экономика. Экономические науки","0=text",,"1","1"
"249","8","8 ББК66. Политика. Политология","0=text",,"1","1"
"249","9","9 ББК67. Право. Юридические науки","0=text",,"1","1"
"249","A","A ББК71/72. Культура. Наука","0=text",,"1","1"
"249","B","B ББК74. Образование. Педагогические науки","0=text",,"1","1"
"249","C","C ББК75. Физическая культура и спорт","0=text",,"1","1"
"249","D","D ББК76. Средства массовой информации. Книжное дело","0=text",,"1","1"
"249","E","E ББК77. Культурно-досуговая деятельность","0=text",,"1","1"
"249","F","F ББК78. Библиотечная, библиографическая и научно-информационная деятельность","0=text",,"1","1"
"249","G","G ББК80/81. Филологические науки в целом. Языкознание (лингвистика)","0=text",,"1","1"
"249","H","H ББК82/83. Фольклор. Фольклористика. Литературоведение","0=text",,"1","1"
